Data Source,Frequency [D/H],Observation time UTC,PERIOD [hrs],Direction [deg T],Speed [m/s]
A,H,2015-06-13T08:00:00Z,1,,16.47
A,H,2015-06-13T09:00:00Z,1,,16.47
A,H,2015-06-13T10:00:00Z,1,,14.41
A,H,2015-06-13T11:00:00Z,1,,16.99
A,H,2015-06-13T12:00:00Z,1,,14.41
A,H,2015-06-13T13:00:00Z,1,,14.93
A,H,2015-06-13T19:00:00Z,1,,14.41
A,H,2015-06-13T20:00:00Z,1,,15.44
A,H,2015-06-13T21:00:00Z,1,,13.9
A,H,2015-06-13T22:00:00Z,1,,15.96
A,H,2015-06-13T23:00:00Z,1,,18.53
A,H,2015-06-14T00:00:00Z,1,,16.47
A,H,2015-06-14T03:00:00Z,1,,13.38
A,H,2015-06-14T04:00:00Z,1,,15.44
A,H,2015-06-14T10:00:00Z,1,,14.93
A,H,2015-06-14T16:00:00Z,1,,10.81
A,H,2015-06-15T03:00:00Z,1,,14.93
A,H,2015-06-15T04:00:00Z,1,,11.33
A,H,2015-06-15T06:00:00Z,1,,13.9
A,H,2015-06-15T07:00:00Z,1,,12.87
A,H,2015-06-15T17:00:00Z,1,,11.84
A,H,2015-06-15T21:00:00Z,1,,11.33
A,H,2015-06-15T23:00:00Z,1,,13.38
A,H,2015-06-16T02:00:00Z,1,,12.36
A,H,2015-06-16T03:00:00Z,1,,13.9
A,H,2015-06-16T04:00:00Z,1,,15.44
A,H,2015-06-18T01:00:00Z,1,,15.44
A,H,2015-06-18T12:00:00Z,1,,11.33
A,H,2015-06-18T15:00:00Z,1,,12.87
A,H,2015-06-18T19:00:00Z,1,,11.33
A,H,2015-06-18T20:00:00Z,1,,15.96
A,H,2015-06-18T21:00:00Z,1,,15.44
A,H,2015-06-18T23:00:00Z,1,,11.84
A,H,2015-06-19T09:00:00Z,1,,13.38
A,H,2015-06-21T02:00:00Z,1,,13.9
A,H,2015-06-21T04:00:00Z,1,,11.33
A,H,2015-06-21T05:00:00Z,1,,16.99
A,H,2015-06-21T07:00:00Z,1,,12.87
A,H,2015-06-21T08:00:00Z,1,,12.36
A,H,2015-06-21T09:00:00Z,1,,11.33
A,H,2015-06-21T10:00:00Z,1,,13.38
A,H,2015-06-21T13:00:00Z,1,,13.9
A,H,2015-06-26T07:00:00Z,1,,15.44
A,H,2015-06-26T13:00:00Z,1,,11.33
A,H,2015-06-28T02:00:00Z,1,,11.33
A,H,2015-06-28T03:00:00Z,1,,11.84
A,H,2015-06-28T04:00:00Z,1,,12.87
A,H,2015-06-28T15:00:00Z,1,,14.41
A,H,2015-06-28T16:00:00Z,1,,19.05
A,H,2015-06-28T17:00:00Z,1,,13.9
A,H,2015-06-28T23:00:00Z,1,,15.96
A,H,2015-06-29T00:00:00Z,1,,12.36
A,H,2015-06-29T01:00:00Z,1,,12.87
A,H,2015-06-29T02:00:00Z,1,,21.11
A,H,2015-06-29T03:00:00Z,1,,15.96
A,H,2015-06-30T10:00:00Z,1,,15.44
A,H,2015-06-30T11:00:00Z,1,,12.36
A,H,2015-06-30T12:00:00Z,1,,12.87
A,H,2015-06-30T15:00:00Z,1,,14.41
A,H,2015-06-30T16:00:00Z,1,,15.44
A,H,2015-06-30T17:00:00Z,1,,14.93
A,H,2015-06-30T19:00:00Z,1,,12.87
A,H,2015-06-30T20:00:00Z,1,,12.36
A,H,2015-06-30T21:00:00Z,1,,12.87
A,H,2015-07-01T00:00:00Z,1,,10.81
A,H,2015-07-02T06:00:00Z,1,,14.41
A,H,2015-07-03T01:00:00Z,1,,11.84
A,H,2015-07-03T02:00:00Z,1,,10.81
A,H,2015-07-05T08:00:00Z,1,,11.84
A,H,2015-07-05T15:00:00Z,1,,10.81
A,H,2015-07-06T21:00:00Z,1,,13.38
A,H,2015-07-08T04:00:00Z,1,,9.78
A,H,2015-07-08T07:00:00Z,1,,12.36
A,H,2015-07-08T08:00:00Z,1,,12.36
A,H,2015-07-08T14:00:00Z,1,,11.33
A,H,2015-07-13T22:00:00Z,1,,12.87
A,H,2015-07-13T23:00:00Z,1,,12.87
A,H,2015-07-14T06:00:00Z,1,,9.27
A,H,2015-07-18T18:00:00Z,1,,14.41
A,H,2015-07-18T21:00:00Z,1,,14.41
A,H,2015-07-19T02:00:00Z,1,,11.84
A,H,2015-07-19T03:00:00Z,1,,11.33
A,H,2015-07-19T04:00:00Z,1,,13.9
A,H,2015-07-19T05:00:00Z,1,,14.93
A,H,2015-07-19T20:00:00Z,1,,14.41
A,H,2015-07-20T01:00:00Z,1,,14.93
A,H,2015-07-20T02:00:00Z,1,,12.36
A,H,2015-07-21T01:00:00Z,1,,14.93
A,H,2015-07-21T02:00:00Z,1,,14.93
A,H,2015-07-21T03:00:00Z,1,,17.5
A,H,2015-07-21T05:00:00Z,1,,13.38
A,H,2015-07-21T06:00:00Z,1,,14.41
A,H,2015-07-21T07:00:00Z,1,,13.38
A,H,2015-07-24T20:00:00Z,1,,12.87
A,H,2015-07-25T19:00:00Z,1,,8.75
A,H,2015-07-28T20:00:00Z,1,,11.33
A,H,2015-07-29T00:00:00Z,1,,13.9
A,H,2015-07-29T01:00:00Z,1,,13.9
A,H,2015-08-01T23:00:00Z,1,,12.87
A,H,2015-08-02T17:00:00Z,1,,13.9
A,H,2015-08-07T22:00:00Z,1,,12.36
A,H,2015-08-08T03:00:00Z,1,,13.9
A,H,2015-08-08T05:00:00Z,1,,14.41
A,H,2015-08-08T08:00:00Z,1,,11.33
A,H,2015-08-12T05:00:00Z,1,,11.33
A,H,2015-08-12T07:00:00Z,1,,12.87
A,H,2015-08-12T08:00:00Z,1,,15.44
A,H,2015-08-12T09:00:00Z,1,,14.93
A,H,2015-08-12T10:00:00Z,1,,14.41
A,H,2015-08-12T11:00:00Z,1,,12.36
A,H,2015-08-12T13:00:00Z,1,,16.47
A,H,2015-08-12T14:00:00Z,1,,12.36
A,H,2015-08-12T15:00:00Z,1,,13.38
A,H,2015-08-12T20:00:00Z,1,,15.44
A,H,2015-08-13T03:00:00Z,1,,10.81
A,H,2015-08-13T11:00:00Z,1,,14.41
A,H,2015-08-13T14:00:00Z,1,,15.96
A,H,2015-08-13T16:00:00Z,1,,14.41
A,H,2015-08-13T18:00:00Z,1,,15.44
A,H,2015-08-13T19:00:00Z,1,,13.9
A,H,2015-08-13T20:00:00Z,1,,14.41
A,H,2015-08-13T21:00:00Z,1,,15.96
A,H,2015-08-14T00:00:00Z,1,,19.56
A,H,2015-08-14T01:00:00Z,1,,19.05
A,H,2015-08-14T02:00:00Z,1,,17.5
A,H,2015-08-14T03:00:00Z,1,,18.02
A,H,2015-08-15T10:00:00Z,1,,11.33
A,H,2015-08-15T17:00:00Z,1,,11.84
A,H,2015-08-15T19:00:00Z,1,,10.81
A,H,2015-08-15T22:00:00Z,1,,9.78
A,H,2015-08-19T08:00:00Z,1,,15.44
A,H,2015-08-19T13:00:00Z,1,,12.87
A,H,2015-08-25T00:00:00Z,1,,12.36
A,H,2015-08-25T14:00:00Z,1,,10.81
A,H,2015-08-25T23:00:00Z,1,,14.93
A,H,2015-08-26T01:00:00Z,1,,11.84
A,H,2015-08-28T20:00:00Z,1,,14.93
A,H,2015-08-31T19:00:00Z,1,,10.81
A,H,2015-08-31T23:00:00Z,1,,11.84
A,H,2015-09-01T03:00:00Z,1,,13.38
A,H,2015-09-01T04:00:00Z,1,,14.41
A,H,2015-09-01T07:00:00Z,1,,13.38
A,H,2015-09-01T08:00:00Z,1,,15.96
A,H,2015-09-01T10:00:00Z,1,,12.87
A,H,2015-09-01T11:00:00Z,1,,13.38
A,H,2015-09-01T12:00:00Z,1,,10.81
A,H,2015-09-02T01:00:00Z,1,,11.84
A,H,2015-09-02T09:00:00Z,1,,10.81
A,H,2015-09-02T12:00:00Z,1,,9.27
A,H,2015-09-03T22:00:00Z,1,,14.41
A,H,2015-09-04T01:00:00Z,1,,14.93
A,H,2015-09-04T22:00:00Z,1,,13.38
A,H,2015-09-05T10:00:00Z,1,,13.38
A,H,2015-09-05T15:00:00Z,1,,11.33
A,H,2015-09-05T16:00:00Z,1,,13.9
A,H,2015-09-05T23:00:00Z,1,,16.47
A,H,2015-09-06T00:00:00Z,1,,15.96
A,H,2015-09-06T01:00:00Z,1,,14.41
A,H,2015-09-06T02:00:00Z,1,,13.38
A,H,2015-09-06T03:00:00Z,1,,14.41
A,H,2015-09-06T04:00:00Z,1,,16.47
A,H,2015-09-06T05:00:00Z,1,,13.9
A,H,2015-09-06T06:00:00Z,1,,15.44
A,H,2015-09-06T07:00:00Z,1,,15.44
A,H,2015-09-06T08:00:00Z,1,,13.9
A,H,2015-09-06T10:00:00Z,1,,16.47
A,H,2015-09-06T11:00:00Z,1,,14.93
A,H,2015-09-06T12:00:00Z,1,,13.9
A,H,2015-09-06T15:00:00Z,1,,14.41
A,H,2015-09-06T17:00:00Z,1,,13.9
A,H,2015-09-06T22:00:00Z,1,,15.44
A,H,2015-09-06T23:00:00Z,1,,12.87
A,H,2015-09-07T00:00:00Z,1,,12.36
A,H,2015-09-07T01:00:00Z,1,,12.87
A,H,2015-09-07T06:00:00Z,1,,14.41
A,H,2015-09-07T10:00:00Z,1,,11.84
A,H,2015-09-07T13:00:00Z,1,,11.84
A,H,2015-09-10T00:00:00Z,1,,16.47
A,H,2015-09-10T01:00:00Z,1,,11.33
A,H,2015-09-10T07:00:00Z,1,,12.36
A,H,2015-09-12T17:00:00Z,1,,12.87
A,H,2015-09-12T18:00:00Z,1,,13.38
A,H,2015-09-12T19:00:00Z,1,,18.02
A,H,2015-09-12T20:00:00Z,1,,14.93
A,H,2015-09-12T21:00:00Z,1,,12.87
A,H,2015-09-12T22:00:00Z,1,,16.99
A,H,2015-09-12T23:00:00Z,1,,13.9
A,H,2015-09-13T00:00:00Z,1,,16.47
A,H,2015-09-13T01:00:00Z,1,,14.41
A,H,2015-09-13T02:00:00Z,1,,15.96
A,H,2015-09-13T03:00:00Z,1,,12.87
A,H,2015-09-13T04:00:00Z,1,,11.33
A,H,2015-09-13T05:00:00Z,1,,11.84
A,H,2015-09-14T13:00:00Z,1,,9.78
A,H,2015-09-15T02:00:00Z,1,,8.75
A,H,2015-09-18T04:00:00Z,1,,13.38
A,H,2015-09-18T05:00:00Z,1,,19.05
A,H,2015-09-18T06:00:00Z,1,,18.53
A,H,2015-09-18T07:00:00Z,1,,15.44
A,H,2015-09-18T08:00:00Z,1,,15.96
A,H,2015-09-18T09:00:00Z,1,,10.81
A,H,2015-09-18T10:00:00Z,1,,10.81
A,H,2015-09-18T11:00:00Z,1,,11.33
A,H,2015-09-19T00:00:00Z,1,,11.33
A,H,2015-09-20T23:00:00Z,1,,10.3
A,H,2015-09-21T09:00:00Z,1,,11.33
A,H,2015-09-21T10:00:00Z,1,,11.84
A,H,2015-09-21T18:00:00Z,1,,11.84
A,H,2015-09-21T20:00:00Z,1,,12.36
A,H,2015-09-24T15:00:00Z,1,,8.75
A,H,2015-09-30T03:00:00Z,1,,15.44
A,H,2015-10-02T04:00:00Z,1,,12.36
A,H,2015-10-02T05:00:00Z,1,,11.84
A,H,2015-10-02T13:00:00Z,1,,10.81
A,H,2015-10-03T06:00:00Z,1,,11.84
A,H,2015-10-03T23:00:00Z,1,,19.05
A,H,2015-10-04T00:00:00Z,1,,19.05
A,H,2015-10-04T01:00:00Z,1,,21.11
A,H,2015-10-04T02:00:00Z,1,,19.56
A,H,2015-10-04T03:00:00Z,1,,15.44
A,H,2015-10-04T04:00:00Z,1,,16.99
A,H,2015-10-04T05:00:00Z,1,,16.99
A,H,2015-10-04T06:00:00Z,1,,15.96
A,H,2015-10-04T07:00:00Z,1,,13.38
A,H,2015-10-04T08:00:00Z,1,,20.59
A,H,2015-10-04T09:00:00Z,1,,18.02
A,H,2015-10-04T10:00:00Z,1,,23.68
A,H,2015-10-04T11:00:00Z,1,,24.2
A,H,2015-10-04T12:00:00Z,1,,25.74
A,H,2015-10-04T13:00:00Z,1,,24.71
A,H,2015-10-04T14:00:00Z,1,,20.59
A,H,2015-10-04T15:00:00Z,1,,18.02
A,H,2015-10-04T16:00:00Z,1,,13.9
A,H,2015-10-04T17:00:00Z,1,,15.44
A,H,2015-10-04T18:00:00Z,1,,11.33
A,H,2015-10-04T22:00:00Z,1,,14.41
A,H,2015-10-05T17:00:00Z,1,,10.3
A,H,2015-10-05T21:00:00Z,1,,16.47
A,H,2015-10-05T22:00:00Z,1,,14.41
A,H,2015-10-05T23:00:00Z,1,,18.02
A,H,2015-10-06T00:00:00Z,1,,15.44
A,H,2015-10-06T02:00:00Z,1,,14.41
A,H,2015-10-06T03:00:00Z,1,,12.87
A,H,2015-10-06T04:00:00Z,1,,10.81
A,H,2015-10-06T12:00:00Z,1,,11.84
A,H,2015-10-06T14:00:00Z,1,,11.84
A,H,2015-10-06T15:00:00Z,1,,19.05
A,H,2015-10-06T16:00:00Z,1,,21.62
A,H,2015-10-06T17:00:00Z,1,,16.99
A,H,2015-10-06T18:00:00Z,1,,13.9
A,H,2015-10-06T19:00:00Z,1,,20.08
A,H,2015-10-06T20:00:00Z,1,,18.02
A,H,2015-10-06T21:00:00Z,1,,16.99
A,H,2015-10-06T22:00:00Z,1,,19.56
A,H,2015-10-06T23:00:00Z,1,,16.99
A,H,2015-10-07T00:00:00Z,1,,16.47
A,H,2015-10-07T01:00:00Z,1,,13.38
A,H,2015-10-07T02:00:00Z,1,,22.65
A,H,2015-10-07T03:00:00Z,1,,15.96
A,H,2015-10-07T05:00:00Z,1,,14.41
A,H,2015-10-07T06:00:00Z,1,,11.33
A,H,2015-10-07T08:00:00Z,1,,20.08
A,H,2015-10-07T09:00:00Z,1,,19.05
A,H,2015-10-07T10:00:00Z,1,,12.87
A,H,2015-10-07T11:00:00Z,1,,13.38
A,H,2015-10-07T12:00:00Z,1,,16.47
A,H,2015-10-07T13:00:00Z,1,,11.33
A,H,2015-10-07T15:00:00Z,1,,12.87
A,H,2015-10-07T18:00:00Z,1,,15.44
A,H,2015-10-07T19:00:00Z,1,,16.47
A,H,2015-10-07T20:00:00Z,1,,13.38
A,H,2015-10-08T22:00:00Z,1,,10.81
A,H,2015-10-08T23:00:00Z,1,,14.93
A,H,2015-10-09T00:00:00Z,1,,11.84
A,H,2015-10-09T22:00:00Z,1,,10.81
A,H,2015-10-09T23:00:00Z,1,,11.33
A,H,2015-10-12T20:00:00Z,1,,11.84
A,H,2015-10-12T21:00:00Z,1,,17.5
A,H,2015-10-12T23:00:00Z,1,,14.93
A,H,2015-10-13T00:00:00Z,1,,16.47
A,H,2015-10-13T01:00:00Z,1,,18.02
A,H,2015-10-13T02:00:00Z,1,,15.44
A,H,2015-10-13T04:00:00Z,1,,16.99
A,H,2015-10-13T05:00:00Z,1,,11.84
A,H,2015-10-13T06:00:00Z,1,,15.96
A,H,2015-10-14T01:00:00Z,1,,13.38
A,H,2015-10-15T00:00:00Z,1,,10.81
A,H,2015-10-15T20:00:00Z,1,,12.87
A,H,2015-10-15T23:00:00Z,1,,13.9
A,H,2015-10-16T00:00:00Z,1,,11.84
A,H,2015-10-16T01:00:00Z,1,,12.36
A,H,2015-10-17T09:00:00Z,1,,13.9
A,H,2015-10-17T11:00:00Z,1,,13.38
A,H,2015-10-17T12:00:00Z,1,,14.41
A,H,2015-10-17T20:00:00Z,1,,16.99
A,H,2015-10-17T22:00:00Z,1,,15.96
A,H,2015-10-17T23:00:00Z,1,,20.08
A,H,2015-10-18T00:00:00Z,1,,15.44
A,H,2015-10-18T01:00:00Z,1,,20.08
A,H,2015-10-18T02:00:00Z,1,,16.99
A,H,2015-10-18T03:00:00Z,1,,16.47
A,H,2015-10-18T05:00:00Z,1,,12.36
A,H,2015-10-18T06:00:00Z,1,,16.99
A,H,2015-10-18T07:00:00Z,1,,15.44
A,H,2015-10-18T08:00:00Z,1,,16.99
A,H,2015-10-18T09:00:00Z,1,,13.9
A,H,2015-10-18T10:00:00Z,1,,14.41
A,H,2015-10-18T13:00:00Z,1,,14.41
A,H,2015-10-18T15:00:00Z,1,,11.84
A,H,2015-10-18T16:00:00Z,1,,11.84
A,H,2015-10-18T17:00:00Z,1,,13.9
A,H,2015-10-18T18:00:00Z,1,,14.41
A,H,2015-10-18T20:00:00Z,1,,11.84
A,H,2015-10-18T21:00:00Z,1,,14.41
A,H,2015-10-18T22:00:00Z,1,,16.99
A,H,2015-10-19T01:00:00Z,1,,18.53
A,H,2015-10-19T03:00:00Z,1,,12.87
A,H,2015-10-19T04:00:00Z,1,,18.02
A,H,2015-10-19T05:00:00Z,1,,17.5
A,H,2015-10-19T06:00:00Z,1,,11.84
A,H,2015-10-19T07:00:00Z,1,,15.44
A,H,2015-10-19T21:00:00Z,1,,14.41
A,H,2015-10-19T22:00:00Z,1,,11.84
A,H,2015-10-19T23:00:00Z,1,,13.38
A,H,2015-10-20T01:00:00Z,1,,14.93
A,H,2015-10-20T03:00:00Z,1,,12.36
A,H,2015-10-21T00:00:00Z,1,,11.84
A,H,2015-10-21T01:00:00Z,1,,14.41
A,H,2015-10-21T02:00:00Z,1,,16.47
A,H,2015-10-21T03:00:00Z,1,,19.05
A,H,2015-10-21T04:00:00Z,1,,11.84
A,H,2015-10-21T05:00:00Z,1,,11.33
A,H,2015-10-21T06:00:00Z,1,,13.9
A,H,2015-10-21T07:00:00Z,1,,13.9
A,H,2015-10-21T08:00:00Z,1,,12.36
A,H,2015-10-21T09:00:00Z,1,,12.36
A,H,2015-10-21T10:00:00Z,1,,14.41
A,H,2015-10-21T12:00:00Z,1,,12.87
A,H,2015-10-21T18:00:00Z,1,,15.96
A,H,2015-10-21T20:00:00Z,1,,13.9
A,H,2015-10-21T21:00:00Z,1,,12.36
A,H,2015-10-21T22:00:00Z,1,,14.41
A,H,2015-10-21T23:00:00Z,1,,14.93
A,H,2015-10-23T04:00:00Z,1,,12.87
A,H,2015-10-23T08:00:00Z,1,,12.36
A,H,2015-10-24T16:00:00Z,1,,9.78
A,H,2015-10-26T11:00:00Z,1,,10.3
A,H,2015-10-29T06:00:00Z,1,,9.27
A,H,2015-10-29T22:00:00Z,1,,14.41
A,H,2015-10-30T04:00:00Z,1,,11.33
A,H,2015-10-30T06:00:00Z,1,,9.78
A,H,2015-10-30T21:00:00Z,1,,16.99
A,H,2015-10-30T22:00:00Z,1,,19.56
A,H,2015-10-30T23:00:00Z,1,,19.56
A,H,2015-10-31T00:00:00Z,1,,19.05
A,H,2015-10-31T01:00:00Z,1,,18.53
A,H,2015-10-31T02:00:00Z,1,,19.05
A,H,2015-10-31T03:00:00Z,1,,19.56
A,H,2015-10-31T04:00:00Z,1,,17.5
A,H,2015-10-31T05:00:00Z,1,,18.02
A,H,2015-10-31T07:00:00Z,1,,15.96
A,H,2015-10-31T08:00:00Z,1,,13.38
A,H,2015-11-10T13:00:00Z,1,,9.78
A,H,2015-11-10T14:00:00Z,1,,12.36
A,H,2015-11-10T22:00:00Z,1,,18.02
A,H,2015-11-10T23:00:00Z,1,,15.44
A,H,2015-11-11T00:00:00Z,1,,15.96
A,H,2015-11-11T02:00:00Z,1,,13.38
A,H,2015-11-11T03:00:00Z,1,,12.87
A,H,2015-11-11T07:00:00Z,1,,13.9
A,H,2015-11-11T08:00:00Z,1,,10.81
A,H,2015-11-11T10:00:00Z,1,,13.9
A,H,2015-11-12T03:00:00Z,1,,12.36
A,H,2015-11-13T04:00:00Z,1,,13.9
A,H,2015-11-13T13:00:00Z,1,,10.3
A,H,2015-11-14T03:00:00Z,1,,16.99
A,H,2015-11-14T12:00:00Z,1,,12.87
A,H,2015-11-16T18:00:00Z,1,,11.84
A,H,2015-11-17T00:00:00Z,1,,13.9
A,H,2015-11-17T01:00:00Z,1,,18.53
A,H,2015-11-17T02:00:00Z,1,,20.08
A,H,2015-11-17T03:00:00Z,1,,14.41
A,H,2015-11-17T04:00:00Z,1,,13.9
A,H,2015-11-17T05:00:00Z,1,,13.9
A,H,2015-11-17T06:00:00Z,1,,15.44
A,H,2015-11-17T08:00:00Z,1,,12.87
A,H,2015-11-17T17:00:00Z,1,,13.38
A,H,2015-11-17T23:00:00Z,1,,14.93
A,H,2015-11-18T00:00:00Z,1,,13.9
A,H,2015-11-18T01:00:00Z,1,,13.9
A,H,2015-11-18T02:00:00Z,1,,14.41
A,H,2015-11-18T20:00:00Z,1,,12.36
A,H,2015-11-19T22:00:00Z,1,,13.38
A,H,2015-11-20T00:00:00Z,1,,12.36
A,H,2015-11-20T01:00:00Z,1,,16.47
A,H,2015-11-20T03:00:00Z,1,,16.99
A,H,2015-11-20T04:00:00Z,1,,14.93
A,H,2015-11-22T00:00:00Z,1,,17.5
A,H,2015-11-22T02:00:00Z,1,,18.53
A,H,2015-11-22T04:00:00Z,1,,12.36
A,H,2015-11-22T05:00:00Z,1,,13.9
A,H,2015-11-22T21:00:00Z,1,,11.33
A,H,2015-11-22T22:00:00Z,1,,12.87
A,H,2015-11-22T23:00:00Z,1,,13.9
A,H,2015-11-23T01:00:00Z,1,,13.38
A,H,2015-11-23T02:00:00Z,1,,13.38
A,H,2015-11-23T03:00:00Z,1,,15.44
A,H,2015-11-23T04:00:00Z,1,,18.02
A,H,2015-11-23T06:00:00Z,1,,11.84
A,H,2015-11-23T07:00:00Z,1,,10.3
A,H,2015-11-23T08:00:00Z,1,,10.81
A,H,2015-11-23T10:00:00Z,1,,11.84
A,H,2015-11-24T13:00:00Z,1,,9.27
A,H,2015-11-25T01:00:00Z,1,,15.96
A,H,2015-11-25T02:00:00Z,1,,13.38
A,H,2015-11-25T04:00:00Z,1,,9.78
A,H,2015-11-26T07:00:00Z,1,,13.38
A,H,2015-11-26T08:00:00Z,1,,13.38
A,H,2015-11-26T09:00:00Z,1,,16.99
A,H,2015-11-26T10:00:00Z,1,,16.47
A,H,2015-11-26T14:00:00Z,1,,20.59
A,H,2015-11-26T15:00:00Z,1,,20.59
A,H,2015-11-26T16:00:00Z,1,,18.02
A,H,2015-11-26T17:00:00Z,1,,12.87
A,H,2015-11-29T06:00:00Z,1,,11.33
A,H,2015-11-30T05:00:00Z,1,,13.38
A,H,2015-11-30T08:00:00Z,1,,14.41
A,H,2015-11-30T10:00:00Z,1,,11.84
A,H,2015-11-30T23:00:00Z,1,,15.96
A,H,2015-12-01T03:00:00Z,1,,19.05
A,H,2015-12-02T22:00:00Z,1,,13.38
A,H,2015-12-05T02:00:00Z,1,,12.36
A,H,2015-12-05T03:00:00Z,1,,12.36
A,H,2015-12-05T04:00:00Z,1,,12.87
A,H,2015-12-05T05:00:00Z,1,,13.38
A,H,2015-12-05T10:00:00Z,1,,13.9
A,H,2015-12-05T21:00:00Z,1,,14.93
A,H,2015-12-05T23:00:00Z,1,,13.38
A,H,2015-12-06T03:00:00Z,1,,12.87
A,H,2015-12-06T21:00:00Z,1,,11.84
A,H,2015-12-06T22:00:00Z,1,,15.44
A,H,2015-12-06T23:00:00Z,1,,14.41
A,H,2015-12-07T00:00:00Z,1,,16.47
A,H,2015-12-07T01:00:00Z,1,,15.96
A,H,2015-12-07T03:00:00Z,1,,15.96
A,H,2015-12-07T04:00:00Z,1,,18.53
A,H,2015-12-07T05:00:00Z,1,,15.96
A,H,2015-12-07T06:00:00Z,1,,19.56
A,H,2015-12-07T07:00:00Z,1,,16.47
A,H,2015-12-07T10:00:00Z,1,,12.87
A,H,2015-12-07T13:00:00Z,1,,12.36
A,H,2015-12-07T14:00:00Z,1,,16.47
A,H,2015-12-07T15:00:00Z,1,,16.47
A,H,2015-12-07T16:00:00Z,1,,16.99
A,H,2015-12-07T17:00:00Z,1,,15.96
A,H,2015-12-07T18:00:00Z,1,,17.5
A,H,2015-12-07T19:00:00Z,1,,15.44
A,H,2015-12-07T20:00:00Z,1,,14.93
A,H,2015-12-07T22:00:00Z,1,,19.05
A,H,2015-12-07T23:00:00Z,1,,16.99
A,H,2015-12-08T00:00:00Z,1,,15.44
A,H,2015-12-08T01:00:00Z,1,,18.53
A,H,2015-12-08T02:00:00Z,1,,18.53
A,H,2015-12-08T03:00:00Z,1,,19.56
A,H,2015-12-08T04:00:00Z,1,,19.05
A,H,2015-12-08T06:00:00Z,1,,14.93
A,H,2015-12-08T07:00:00Z,1,,13.9
A,H,2015-12-09T22:00:00Z,1,,9.78
A,H,2015-12-11T18:00:00Z,1,,14.93
A,H,2015-12-11T20:00:00Z,1,,14.93
A,H,2015-12-11T22:00:00Z,1,,15.44
A,H,2015-12-12T13:00:00Z,1,,14.41
A,H,2015-12-12T15:00:00Z,1,,12.87
A,H,2015-12-12T16:00:00Z,1,,12.36
A,H,2015-12-12T18:00:00Z,1,,12.36
A,H,2015-12-12T19:00:00Z,1,,15.96
A,H,2015-12-12T20:00:00Z,1,,14.93
A,H,2015-12-12T21:00:00Z,1,,15.96
A,H,2015-12-12T22:00:00Z,1,,13.9
A,H,2015-12-13T00:00:00Z,1,,15.96
A,H,2015-12-13T01:00:00Z,1,,15.44
A,H,2015-12-13T02:00:00Z,1,,17.5
A,H,2015-12-13T03:00:00Z,1,,15.44
A,H,2015-12-13T07:00:00Z,1,,13.9
A,H,2015-12-15T01:00:00Z,1,,12.36
A,H,2015-12-20T20:00:00Z,1,,10.3
A,H,2015-12-21T00:00:00Z,1,,13.38
A,H,2015-12-21T01:00:00Z,1,,13.9
A,H,2015-12-21T02:00:00Z,1,,14.93
A,H,2015-12-21T03:00:00Z,1,,16.47
A,H,2015-12-21T04:00:00Z,1,,14.93
A,H,2015-12-21T07:00:00Z,1,,10.3
A,H,2015-12-21T08:00:00Z,1,,16.47
A,H,2015-12-21T10:00:00Z,1,,11.84
A,H,2015-12-21T21:00:00Z,1,,16.99
A,H,2015-12-21T22:00:00Z,1,,18.53
A,H,2015-12-21T23:00:00Z,1,,20.59
A,H,2015-12-22T00:00:00Z,1,,18.02
A,H,2015-12-22T01:00:00Z,1,,18.02
A,H,2015-12-22T02:00:00Z,1,,15.96
A,H,2015-12-22T03:00:00Z,1,,18.02
A,H,2015-12-24T01:00:00Z,1,,8.75
A,H,2015-12-24T05:00:00Z,1,,9.27
A,H,2015-12-24T06:00:00Z,1,,10.81
A,H,2015-12-25T00:00:00Z,1,,13.9
A,H,2015-12-25T01:00:00Z,1,,11.33
A,H,2015-12-25T02:00:00Z,1,,12.87
A,H,2015-12-25T03:00:00Z,1,,12.87
A,H,2015-12-25T04:00:00Z,1,,11.84
A,H,2015-12-26T15:00:00Z,1,,10.3
A,H,2015-12-26T23:00:00Z,1,,15.96
A,H,2015-12-27T07:00:00Z,1,,18.53
A,H,2015-12-27T08:00:00Z,1,,16.47
A,H,2015-12-28T07:00:00Z,1,,12.36
A,H,2015-12-30T02:00:00Z,1,,11.33
A,H,2015-12-30T03:00:00Z,1,,12.87
A,H,2015-12-30T07:00:00Z,1,,10.3
A,H,2016-01-02T19:00:00Z,1,,13.9
A,H,2016-01-02T20:00:00Z,1,,11.84
A,H,2016-01-03T05:00:00Z,1,,13.9
A,H,2016-01-03T06:00:00Z,1,,10.81
A,H,2016-01-04T21:00:00Z,1,,11.84
A,H,2016-01-05T01:00:00Z,1,,11.84
A,H,2016-01-08T00:00:00Z,1,,12.87
A,H,2016-01-08T01:00:00Z,1,,14.41
A,H,2016-01-08T02:00:00Z,1,,16.99
A,H,2016-01-08T03:00:00Z,1,,16.99
A,H,2016-01-08T04:00:00Z,1,,20.08
A,H,2016-01-08T05:00:00Z,1,,14.93
A,H,2016-01-08T06:00:00Z,1,,14.93
A,H,2016-01-08T07:00:00Z,1,,13.38
A,H,2016-01-08T10:00:00Z,1,,12.87
A,H,2016-01-08T13:00:00Z,1,,10.3
A,H,2016-01-08T14:00:00Z,1,,11.84
A,H,2016-01-08T16:00:00Z,1,,13.38
A,H,2016-01-08T18:00:00Z,1,,13.38
