Data Source,Frequency [D/H],Observation time UTC,PERIOD [hrs],Direction [deg T],Speed [m/s]
A,H,2012-05-16T11:00:00Z,1,,13.9
A,H,2012-05-16T14:00:00Z,1,,13.9
A,H,2012-05-16T15:00:00Z,1,,11.33
A,H,2012-05-17T06:00:00Z,1,,11.84
A,H,2012-05-17T07:00:00Z,1,,11.33
A,H,2012-05-17T10:00:00Z,1,,14.41
A,H,2012-05-17T12:00:00Z,1,,14.93
A,H,2012-05-17T14:00:00Z,1,,19.05
A,H,2012-05-17T15:00:00Z,1,,15.44
A,H,2012-05-17T16:00:00Z,1,,15.44
A,H,2012-05-17T17:00:00Z,1,,14.93
A,H,2012-05-17T18:00:00Z,1,,13.9
A,H,2012-05-17T19:00:00Z,1,,16.47
A,H,2012-05-17T20:00:00Z,1,,18.53
A,H,2012-05-17T21:00:00Z,1,,17.5
A,H,2012-05-17T23:00:00Z,1,,12.87
A,H,2012-05-18T02:00:00Z,1,,14.93
A,H,2012-05-18T03:00:00Z,1,,15.44
A,H,2012-05-18T04:00:00Z,1,,12.36
A,H,2012-05-18T06:00:00Z,1,,13.38
A,H,2012-05-18T07:00:00Z,1,,13.9
A,H,2012-05-18T10:00:00Z,1,,12.87
A,H,2012-05-24T15:00:00Z,1,,10.81
A,H,2012-05-26T15:00:00Z,1,,10.81
A,H,2012-05-26T23:00:00Z,1,,13.38
A,H,2012-05-27T00:00:00Z,1,,13.9
A,H,2012-05-27T01:00:00Z,1,,9.78
A,H,2012-05-30T09:00:00Z,1,,12.87
A,H,2012-05-30T17:00:00Z,1,,14.41
A,H,2012-06-02T20:00:00Z,1,,16.99
A,H,2012-06-03T01:00:00Z,1,,12.87
A,H,2012-06-03T02:00:00Z,1,,11.84
A,H,2012-06-03T03:00:00Z,1,,13.38
A,H,2012-06-03T04:00:00Z,1,,12.36
A,H,2012-06-03T07:00:00Z,1,,10.81
A,H,2012-06-05T07:00:00Z,1,,16.99
A,H,2012-06-08T04:00:00Z,1,,10.81
A,H,2012-06-08T05:00:00Z,1,,16.47
A,H,2012-06-08T20:00:00Z,1,,15.44
A,H,2012-06-09T00:00:00Z,1,,12.87
A,H,2012-06-10T20:00:00Z,1,,11.84
A,H,2012-06-10T23:00:00Z,1,,15.44
A,H,2012-06-11T02:00:00Z,1,,15.96
A,H,2012-06-11T03:00:00Z,1,,11.33
A,H,2012-06-11T05:00:00Z,1,,13.9
A,H,2012-06-11T06:00:00Z,1,,13.9
A,H,2012-06-11T08:00:00Z,1,,16.47
A,H,2012-06-11T09:00:00Z,1,,14.93
A,H,2012-06-11T10:00:00Z,1,,13.9
A,H,2012-06-11T12:00:00Z,1,,15.96
A,H,2012-06-11T16:00:00Z,1,,13.38
A,H,2012-06-11T17:00:00Z,1,,13.9
A,H,2012-06-11T18:00:00Z,1,,14.41
A,H,2012-06-12T09:00:00Z,1,,13.38
A,H,2012-06-12T10:00:00Z,1,,14.41
A,H,2012-06-12T11:00:00Z,1,,13.38
A,H,2012-06-12T14:00:00Z,1,,14.41
A,H,2012-06-12T15:00:00Z,1,,16.99
A,H,2012-06-12T16:00:00Z,1,,15.44
A,H,2012-06-12T17:00:00Z,1,,14.41
A,H,2012-06-12T18:00:00Z,1,,12.87
A,H,2012-06-13T06:00:00Z,1,,12.87
A,H,2012-06-14T01:00:00Z,1,,14.41
A,H,2012-06-14T03:00:00Z,1,,9.27
A,H,2012-06-22T17:00:00Z,1,,9.78
A,H,2012-06-22T20:00:00Z,1,,9.27
A,H,2012-06-23T01:00:00Z,1,,11.84
A,H,2012-06-23T04:00:00Z,1,,10.81
A,H,2012-06-23T06:00:00Z,1,,13.9
A,H,2012-06-23T07:00:00Z,1,,12.36
A,H,2012-06-23T11:00:00Z,1,,10.81
A,H,2012-06-25T09:00:00Z,1,,13.38
A,H,2012-06-25T10:00:00Z,1,,9.78
A,H,2012-06-25T21:00:00Z,1,,13.38
A,H,2012-06-26T02:00:00Z,1,,11.84
A,H,2012-06-26T06:00:00Z,1,,13.9
A,H,2012-06-26T13:00:00Z,1,,14.93
A,H,2012-06-26T15:00:00Z,1,,14.93
A,H,2012-06-26T16:00:00Z,1,,12.36
A,H,2012-06-26T17:00:00Z,1,,13.38
A,H,2012-06-26T21:00:00Z,1,,10.3
A,H,2012-06-26T22:00:00Z,1,,15.96
A,H,2012-06-26T23:00:00Z,1,,16.47
A,H,2012-06-27T01:00:00Z,1,,14.41
A,H,2012-06-27T02:00:00Z,1,,19.05
A,H,2012-06-27T03:00:00Z,1,,15.44
A,H,2012-06-27T04:00:00Z,1,,16.99
A,H,2012-06-27T05:00:00Z,1,,15.44
A,H,2012-06-27T07:00:00Z,1,,18.53
A,H,2012-06-27T08:00:00Z,1,,14.93
A,H,2012-06-27T09:00:00Z,1,,19.56
A,H,2012-06-27T10:00:00Z,1,,12.87
A,H,2012-06-27T11:00:00Z,1,,13.38
A,H,2012-06-27T12:00:00Z,1,,15.44
A,H,2012-06-27T13:00:00Z,1,,17.5
A,H,2012-06-27T14:00:00Z,1,,24.2
A,H,2012-06-27T15:00:00Z,1,,24.2
A,H,2012-06-27T16:00:00Z,1,,24.71
A,H,2012-06-27T17:00:00Z,1,,20.08
A,H,2012-06-27T18:00:00Z,1,,18.02
A,H,2012-06-27T20:00:00Z,1,,15.96
A,H,2012-06-27T23:00:00Z,1,,16.99
A,H,2012-06-28T00:00:00Z,1,,23.17
A,H,2012-06-28T02:00:00Z,1,,19.05
A,H,2012-06-28T03:00:00Z,1,,15.44
A,H,2012-06-28T04:00:00Z,1,,20.08
A,H,2012-06-28T06:00:00Z,1,,14.93
A,H,2012-06-29T00:00:00Z,1,,13.9
A,H,2012-06-30T02:00:00Z,1,,12.36
A,H,2012-07-02T17:00:00Z,1,,12.36
A,H,2012-07-03T00:00:00Z,1,,10.81
A,H,2012-07-03T01:00:00Z,1,,12.87
A,H,2012-07-03T03:00:00Z,1,,9.78
A,H,2012-07-03T09:00:00Z,1,,12.36
A,H,2012-07-03T11:00:00Z,1,,11.84
A,H,2012-07-03T23:00:00Z,1,,12.87
A,H,2012-07-07T03:00:00Z,1,,10.3
A,H,2012-07-08T00:00:00Z,1,,12.87
A,H,2012-07-16T06:00:00Z,1,,12.36
A,H,2012-07-16T11:00:00Z,1,,11.33
A,H,2012-07-16T13:00:00Z,1,,14.41
A,H,2012-07-16T17:00:00Z,1,,11.84
A,H,2012-07-25T17:00:00Z,1,,11.84
A,H,2012-07-25T23:00:00Z,1,,13.9
A,H,2012-08-01T18:00:00Z,1,,9.78
A,H,2012-08-01T22:00:00Z,1,,11.33
A,H,2012-08-02T02:00:00Z,1,,11.84
A,H,2012-08-02T05:00:00Z,1,,12.36
A,H,2012-08-02T16:00:00Z,1,,11.33
A,H,2012-08-02T18:00:00Z,1,,11.84
A,H,2012-08-02T19:00:00Z,1,,14.41
A,H,2012-08-02T23:00:00Z,1,,12.36
A,H,2012-08-03T00:00:00Z,1,,11.33
A,H,2012-08-03T01:00:00Z,1,,12.36
A,H,2012-08-03T03:00:00Z,1,,12.87
A,H,2012-08-03T06:00:00Z,1,,11.33
A,H,2012-08-03T09:00:00Z,1,,12.87
A,H,2012-08-03T10:00:00Z,1,,14.41
A,H,2012-08-03T12:00:00Z,1,,14.41
A,H,2012-08-03T13:00:00Z,1,,14.93
A,H,2012-08-03T14:00:00Z,1,,18.53
A,H,2012-08-03T15:00:00Z,1,,12.87
A,H,2012-08-03T16:00:00Z,1,,13.9
A,H,2012-08-03T17:00:00Z,1,,14.41
A,H,2012-08-03T18:00:00Z,1,,13.38
A,H,2012-08-03T20:00:00Z,1,,13.9
A,H,2012-08-03T23:00:00Z,1,,11.84
A,H,2012-08-04T00:00:00Z,1,,14.93
A,H,2012-08-04T11:00:00Z,1,,11.33
A,H,2012-08-04T13:00:00Z,1,,13.38
A,H,2012-08-04T15:00:00Z,1,,11.84
A,H,2012-08-05T01:00:00Z,1,,13.38
A,H,2012-08-09T01:00:00Z,1,,12.36
A,H,2012-08-14T01:00:00Z,1,,13.38
A,H,2012-08-14T03:00:00Z,1,,13.38
A,H,2012-08-14T06:00:00Z,1,,13.9
A,H,2012-08-14T08:00:00Z,1,,14.41
A,H,2012-08-14T10:00:00Z,1,,14.41
A,H,2012-08-14T11:00:00Z,1,,12.87
A,H,2012-08-27T01:00:00Z,1,,9.27
A,H,2012-08-27T03:00:00Z,1,,12.36
A,H,2012-08-30T11:00:00Z,1,,11.84
A,H,2012-08-30T13:00:00Z,1,,14.93
A,H,2012-08-30T14:00:00Z,1,,15.44
A,H,2012-08-30T15:00:00Z,1,,13.38
A,H,2012-08-30T23:00:00Z,1,,11.84
A,H,2012-08-31T06:00:00Z,1,,14.93
A,H,2012-08-31T09:00:00Z,1,,11.84
A,H,2012-09-01T17:00:00Z,1,,10.3
A,H,2012-09-03T22:00:00Z,1,,14.93
A,H,2012-09-04T01:00:00Z,1,,13.9
A,H,2012-09-04T03:00:00Z,1,,12.36
A,H,2012-09-04T04:00:00Z,1,,14.41
A,H,2012-09-04T05:00:00Z,1,,15.96
A,H,2012-09-04T06:00:00Z,1,,14.41
A,H,2012-09-04T07:00:00Z,1,,16.99
A,H,2012-09-04T08:00:00Z,1,,21.62
A,H,2012-09-04T10:00:00Z,1,,14.93
A,H,2012-09-04T12:00:00Z,1,,11.84
A,H,2012-09-04T18:00:00Z,1,,11.33
A,H,2012-09-04T21:00:00Z,1,,14.41
A,H,2012-09-04T22:00:00Z,1,,16.47
A,H,2012-09-04T23:00:00Z,1,,16.99
A,H,2012-09-05T01:00:00Z,1,,15.44
A,H,2012-09-05T02:00:00Z,1,,13.9
A,H,2012-09-05T11:00:00Z,1,,14.93
A,H,2012-09-05T12:00:00Z,1,,13.38
A,H,2012-09-05T14:00:00Z,1,,13.9
A,H,2012-09-05T15:00:00Z,1,,13.38
A,H,2012-09-05T19:00:00Z,1,,16.47
A,H,2012-09-06T01:00:00Z,1,,11.33
A,H,2012-09-06T09:00:00Z,1,,13.38
A,H,2012-09-06T10:00:00Z,1,,13.38
A,H,2012-09-06T11:00:00Z,1,,13.9
A,H,2012-09-06T21:00:00Z,1,,12.87
A,H,2012-09-06T22:00:00Z,1,,15.96
A,H,2012-09-06T23:00:00Z,1,,11.84
A,H,2012-09-07T01:00:00Z,1,,17.5
A,H,2012-09-07T02:00:00Z,1,,13.9
A,H,2012-09-07T12:00:00Z,1,,10.81
A,H,2012-09-07T21:00:00Z,1,,19.56
A,H,2012-09-07T23:00:00Z,1,,13.38
A,H,2012-09-08T00:00:00Z,1,,22.14
A,H,2012-09-08T01:00:00Z,1,,14.93
A,H,2012-09-08T02:00:00Z,1,,14.41
A,H,2012-09-08T03:00:00Z,1,,10.3
A,H,2012-09-08T04:00:00Z,1,,15.44
A,H,2012-09-08T05:00:00Z,1,,9.27
A,H,2012-09-08T08:00:00Z,1,,10.3
A,H,2012-09-09T00:00:00Z,1,,13.9
A,H,2012-09-09T01:00:00Z,1,,19.05
A,H,2012-09-09T02:00:00Z,1,,13.38
A,H,2012-09-09T23:00:00Z,1,,12.36
A,H,2012-09-10T00:00:00Z,1,,12.87
A,H,2012-09-10T01:00:00Z,1,,13.9
A,H,2012-09-10T02:00:00Z,1,,15.44
A,H,2012-09-10T03:00:00Z,1,,14.41
A,H,2012-09-10T04:00:00Z,1,,13.9
A,H,2012-09-10T08:00:00Z,1,,16.99
A,H,2012-09-10T09:00:00Z,1,,21.11
A,H,2012-09-10T10:00:00Z,1,,20.08
A,H,2012-09-10T11:00:00Z,1,,19.05
A,H,2012-09-10T12:00:00Z,1,,17.5
A,H,2012-09-10T13:00:00Z,1,,20.08
A,H,2012-09-10T14:00:00Z,1,,16.47
A,H,2012-09-10T15:00:00Z,1,,23.17
A,H,2012-09-10T16:00:00Z,1,,16.99
A,H,2012-09-10T17:00:00Z,1,,16.99
A,H,2012-09-10T18:00:00Z,1,,15.96
A,H,2012-09-10T22:00:00Z,1,,12.36
A,H,2012-09-11T00:00:00Z,1,,13.38
A,H,2012-09-11T03:00:00Z,1,,14.41
A,H,2012-09-11T07:00:00Z,1,,13.38
A,H,2012-09-11T08:00:00Z,1,,13.9
A,H,2012-09-11T09:00:00Z,1,,14.41
A,H,2012-09-11T15:00:00Z,1,,11.33
A,H,2012-09-12T02:00:00Z,1,,12.36
A,H,2012-09-12T03:00:00Z,1,,10.81
A,H,2012-09-13T16:00:00Z,1,,8.75
A,H,2012-09-13T19:00:00Z,1,,10.3
A,H,2012-09-17T00:00:00Z,1,,15.44
A,H,2012-09-17T02:00:00Z,1,,12.87
A,H,2012-09-28T14:00:00Z,1,,12.36
A,H,2012-09-28T17:00:00Z,1,,19.05
A,H,2012-09-28T23:00:00Z,1,,18.02
A,H,2012-09-30T00:00:00Z,1,,20.59
A,H,2012-09-30T03:00:00Z,1,,12.36
A,H,2012-10-02T00:00:00Z,1,,14.93
A,H,2012-10-02T01:00:00Z,1,,14.41
A,H,2012-10-02T20:00:00Z,1,,15.96
A,H,2012-10-02T21:00:00Z,1,,15.96
A,H,2012-10-02T22:00:00Z,1,,18.53
A,H,2012-10-02T23:00:00Z,1,,18.02
A,H,2012-10-03T15:00:00Z,1,,15.96
A,H,2012-10-03T16:00:00Z,1,,13.38
A,H,2012-10-03T18:00:00Z,1,,13.9
A,H,2012-10-03T21:00:00Z,1,,13.9
A,H,2012-10-03T22:00:00Z,1,,13.38
A,H,2012-10-12T16:00:00Z,1,,10.3
A,H,2012-10-13T07:00:00Z,1,,18.53
A,H,2012-10-13T10:00:00Z,1,,16.99
A,H,2012-10-14T00:00:00Z,1,,14.41
A,H,2012-10-14T11:00:00Z,1,,13.38
A,H,2012-10-14T17:00:00Z,1,,12.87
A,H,2012-10-14T20:00:00Z,1,,13.9
A,H,2012-10-14T21:00:00Z,1,,17.5
A,H,2012-10-14T22:00:00Z,1,,16.47
A,H,2012-10-14T23:00:00Z,1,,16.47
A,H,2012-10-15T00:00:00Z,1,,17.5
A,H,2012-10-15T01:00:00Z,1,,15.44
A,H,2012-10-15T02:00:00Z,1,,16.47
A,H,2012-10-15T03:00:00Z,1,,15.96
A,H,2012-10-15T04:00:00Z,1,,14.93
A,H,2012-10-15T05:00:00Z,1,,16.47
A,H,2012-10-15T06:00:00Z,1,,15.44
A,H,2012-10-15T08:00:00Z,1,,12.87
A,H,2012-10-15T10:00:00Z,1,,13.38
A,H,2012-10-15T15:00:00Z,1,,13.38
A,H,2012-10-15T16:00:00Z,1,,14.41
A,H,2012-10-15T18:00:00Z,1,,13.38
A,H,2012-10-15T20:00:00Z,1,,13.38
A,H,2012-10-15T21:00:00Z,1,,15.44
A,H,2012-10-15T23:00:00Z,1,,17.5
A,H,2012-10-16T01:00:00Z,1,,14.41
A,H,2012-10-16T02:00:00Z,1,,13.9
A,H,2012-10-18T05:00:00Z,1,,13.9
A,H,2012-10-18T06:00:00Z,1,,13.9
A,H,2012-10-18T09:00:00Z,1,,15.44
A,H,2012-10-18T15:00:00Z,1,,11.84
A,H,2012-10-18T17:00:00Z,1,,12.87
A,H,2012-10-18T21:00:00Z,1,,14.41
A,H,2012-10-18T22:00:00Z,1,,14.93
A,H,2012-10-18T23:00:00Z,1,,15.44
A,H,2012-10-19T00:00:00Z,1,,13.9
A,H,2012-10-20T05:00:00Z,1,,10.3
A,H,2012-10-20T08:00:00Z,1,,9.27
A,H,2012-10-20T10:00:00Z,1,,15.44
A,H,2012-10-20T11:00:00Z,1,,13.9
A,H,2012-10-21T22:00:00Z,1,,13.9
A,H,2012-10-21T23:00:00Z,1,,17.5
A,H,2012-10-22T00:00:00Z,1,,10.81
A,H,2012-10-22T02:00:00Z,1,,12.36
A,H,2012-10-22T05:00:00Z,1,,10.81
A,H,2012-10-22T16:00:00Z,1,,11.33
A,H,2012-10-22T20:00:00Z,1,,13.38
A,H,2012-10-22T21:00:00Z,1,,13.9
A,H,2012-10-22T22:00:00Z,1,,12.87
A,H,2012-10-22T23:00:00Z,1,,15.44
A,H,2012-10-23T03:00:00Z,1,,13.9
A,H,2012-10-23T06:00:00Z,1,,15.44
A,H,2012-10-23T07:00:00Z,1,,11.33
A,H,2012-10-24T00:00:00Z,1,,9.27
A,H,2012-10-24T01:00:00Z,1,,11.33
A,H,2012-10-24T03:00:00Z,1,,12.36
A,H,2012-10-24T04:00:00Z,1,,21.11
A,H,2012-10-24T05:00:00Z,1,,16.99
A,H,2012-10-24T06:00:00Z,1,,15.96
A,H,2012-10-24T13:00:00Z,1,,13.38
A,H,2012-10-24T19:00:00Z,1,,13.38
A,H,2012-10-24T20:00:00Z,1,,12.87
A,H,2012-10-24T21:00:00Z,1,,16.47
A,H,2012-10-24T22:00:00Z,1,,18.02
A,H,2012-10-24T23:00:00Z,1,,19.05
A,H,2012-10-25T00:00:00Z,1,,19.05
A,H,2012-10-25T01:00:00Z,1,,14.93
A,H,2012-10-25T02:00:00Z,1,,15.44
A,H,2012-10-25T03:00:00Z,1,,16.99
A,H,2012-10-25T04:00:00Z,1,,16.47
A,H,2012-10-25T07:00:00Z,1,,14.41
A,H,2012-10-27T04:00:00Z,1,,13.9
A,H,2012-10-28T20:00:00Z,1,,12.36
A,H,2012-10-28T23:00:00Z,1,,12.36
A,H,2012-11-02T00:00:00Z,1,,12.87
A,H,2012-11-02T01:00:00Z,1,,15.96
A,H,2012-11-02T04:00:00Z,1,,14.41
A,H,2012-11-02T07:00:00Z,1,,9.78
A,H,2012-11-08T10:00:00Z,1,,15.44
A,H,2012-11-09T20:00:00Z,1,,12.87
A,H,2012-11-10T06:00:00Z,1,,7.72
A,H,2012-11-11T06:00:00Z,1,,11.84
A,H,2012-11-11T07:00:00Z,1,,14.41
A,H,2012-11-11T08:00:00Z,1,,13.38
A,H,2012-11-11T09:00:00Z,1,,12.87
A,H,2012-11-11T10:00:00Z,1,,12.36
A,H,2012-11-11T14:00:00Z,1,,11.33
A,H,2012-11-13T05:00:00Z,1,,14.41
A,H,2012-11-13T07:00:00Z,1,,13.38
A,H,2012-11-13T10:00:00Z,1,,12.87
A,H,2012-11-17T12:00:00Z,1,,9.78
A,H,2012-11-17T14:00:00Z,1,,10.81
A,H,2012-11-17T21:00:00Z,1,,14.41
A,H,2012-11-17T22:00:00Z,1,,15.96
A,H,2012-11-17T23:00:00Z,1,,13.9
A,H,2012-11-18T00:00:00Z,1,,14.41
A,H,2012-11-18T01:00:00Z,1,,15.44
A,H,2012-11-18T04:00:00Z,1,,12.87
A,H,2012-11-18T05:00:00Z,1,,12.36
A,H,2012-11-18T06:00:00Z,1,,11.33
A,H,2012-11-20T20:00:00Z,1,,13.38
A,H,2012-11-20T22:00:00Z,1,,14.41
A,H,2012-11-22T07:00:00Z,1,,12.36
A,H,2012-11-25T09:00:00Z,1,,16.47
A,H,2012-11-25T10:00:00Z,1,,15.96
A,H,2012-11-25T11:00:00Z,1,,15.44
A,H,2012-11-25T12:00:00Z,1,,11.84
A,H,2012-11-27T07:00:00Z,1,,12.87
A,H,2012-11-27T10:00:00Z,1,,12.36
A,H,2012-11-27T22:00:00Z,1,,11.33
A,H,2012-11-28T04:00:00Z,1,,13.38
A,H,2012-11-28T14:00:00Z,1,,14.41
A,H,2012-11-28T15:00:00Z,1,,15.96
A,H,2012-11-29T06:00:00Z,1,,12.87
A,H,2012-11-30T00:00:00Z,1,,10.81
A,H,2012-11-30T21:00:00Z,1,,15.96
A,H,2012-12-01T12:00:00Z,1,,14.93
A,H,2012-12-03T00:00:00Z,1,,11.84
A,H,2012-12-03T01:00:00Z,1,,15.96
A,H,2012-12-04T03:00:00Z,1,,11.84
A,H,2012-12-04T09:00:00Z,1,,9.27
A,H,2012-12-04T23:00:00Z,1,,13.9
A,H,2012-12-05T00:00:00Z,1,,16.47
A,H,2012-12-06T04:00:00Z,1,,11.33
A,H,2012-12-06T22:00:00Z,1,,12.36
A,H,2012-12-07T01:00:00Z,1,,12.36
A,H,2012-12-07T06:00:00Z,1,,10.3
A,H,2012-12-13T22:00:00Z,1,,11.84
A,H,2012-12-14T00:00:00Z,1,,15.44
A,H,2012-12-14T04:00:00Z,1,,15.96
A,H,2012-12-14T05:00:00Z,1,,12.87
A,H,2012-12-18T23:00:00Z,1,,12.87
A,H,2012-12-19T00:00:00Z,1,,10.81
A,H,2012-12-19T01:00:00Z,1,,11.84
A,H,2012-12-24T15:00:00Z,1,,14.93
A,H,2012-12-24T16:00:00Z,1,,13.38
A,H,2012-12-24T19:00:00Z,1,,14.93
A,H,2012-12-25T17:00:00Z,1,,10.3
A,H,2012-12-25T19:00:00Z,1,,9.27
A,H,2012-12-25T21:00:00Z,1,,11.33
A,H,2012-12-29T03:00:00Z,1,,9.78
A,H,2012-12-29T07:00:00Z,1,,14.93
A,H,2012-12-30T23:00:00Z,1,,11.84
A,H,2012-12-31T04:00:00Z,1,,11.33
A,H,2012-12-31T10:00:00Z,1,,14.93
A,H,2012-12-31T11:00:00Z,1,,17.5
A,H,2012-12-31T12:00:00Z,1,,15.44
A,H,2013-01-01T00:00:00Z,1,,12.36
A,H,2013-01-01T01:00:00Z,1,,14.41
A,H,2013-01-01T02:00:00Z,1,,11.33
A,H,2013-01-01T04:00:00Z,1,,10.81
A,H,2013-01-01T08:00:00Z,1,,12.36
A,H,2013-01-02T11:00:00Z,1,,12.87
A,H,2013-01-02T15:00:00Z,1,,11.84
A,H,2013-01-02T21:00:00Z,1,,11.84
A,H,2013-01-02T22:00:00Z,1,,11.33
A,H,2013-01-03T03:00:00Z,1,,10.3
A,H,2013-01-07T02:00:00Z,1,,14.93
A,H,2013-01-07T04:00:00Z,1,,16.47
A,H,2013-01-07T05:00:00Z,1,,19.56
A,H,2013-01-07T06:00:00Z,1,,14.93
A,H,2013-01-07T15:00:00Z,1,,13.38
A,H,2013-01-07T18:00:00Z,1,,13.9
A,H,2013-01-07T20:00:00Z,1,,14.41
A,H,2013-01-07T22:00:00Z,1,,14.93
A,H,2013-01-08T01:00:00Z,1,,18.02
A,H,2013-01-09T23:00:00Z,1,,15.96
A,H,2013-01-10T00:00:00Z,1,,12.36
A,H,2013-01-10T01:00:00Z,1,,15.44
A,H,2013-01-10T02:00:00Z,1,,14.93
A,H,2013-01-10T03:00:00Z,1,,15.44
A,H,2013-01-10T04:00:00Z,1,,16.47
A,H,2013-01-10T05:00:00Z,1,,19.05
A,H,2013-01-10T06:00:00Z,1,,15.96
A,H,2013-01-12T21:00:00Z,1,,8.75
A,H,2013-01-13T01:00:00Z,1,,12.87
A,H,2013-01-13T02:00:00Z,1,,16.99
A,H,2013-01-16T22:00:00Z,1,,13.9
A,H,2013-01-17T02:00:00Z,1,,16.99
A,H,2013-01-17T06:00:00Z,1,,14.93
A,H,2013-01-20T23:00:00Z,1,,11.33
A,H,2013-01-23T09:00:00Z,1,,9.27
A,H,2013-01-23T11:00:00Z,1,,12.36
A,H,2013-01-24T20:00:00Z,1,,11.33
A,H,2013-01-31T06:00:00Z,1,,11.33
A,H,2013-02-04T05:00:00Z,1,,14.93
A,H,2013-02-04T06:00:00Z,1,,14.93
A,H,2013-02-04T11:00:00Z,1,,15.44
A,H,2013-02-05T02:00:00Z,1,,11.33
A,H,2013-02-10T04:00:00Z,1,,9.27
A,H,2013-02-10T08:00:00Z,1,,8.75
A,H,2013-02-10T21:00:00Z,1,,16.99
A,H,2013-02-11T04:00:00Z,1,,12.36
A,H,2013-02-11T05:00:00Z,1,,10.81
A,H,2013-02-11T07:00:00Z,1,,10.81
A,H,2013-02-12T22:00:00Z,1,,16.99
A,H,2013-02-13T00:00:00Z,1,,13.38
A,H,2013-02-13T01:00:00Z,1,,14.93
A,H,2013-02-13T04:00:00Z,1,,10.81
A,H,2013-02-16T02:00:00Z,1,,13.38
A,H,2013-02-16T03:00:00Z,1,,12.87
A,H,2013-02-16T04:00:00Z,1,,10.81
A,H,2013-02-16T16:00:00Z,1,,11.33
A,H,2013-02-20T22:00:00Z,1,,11.33
A,H,2013-02-20T23:00:00Z,1,,11.84
A,H,2013-02-21T00:00:00Z,1,,12.87
A,H,2013-02-21T02:00:00Z,1,,13.9
A,H,2013-02-21T03:00:00Z,1,,13.9
A,H,2013-03-02T17:00:00Z,1,,12.87
A,H,2013-03-02T23:00:00Z,1,,11.84
A,H,2013-03-03T17:00:00Z,1,,15.96
A,H,2013-03-03T18:00:00Z,1,,16.47
A,H,2013-03-03T19:00:00Z,1,,15.96
A,H,2013-03-03T22:00:00Z,1,,21.62
A,H,2013-03-03T23:00:00Z,1,,18.53
A,H,2013-03-04T00:00:00Z,1,,15.44
A,H,2013-03-04T01:00:00Z,1,,13.9
A,H,2013-03-04T02:00:00Z,1,,16.47
A,H,2013-03-04T03:00:00Z,1,,13.9
A,H,2013-03-04T04:00:00Z,1,,11.33
A,H,2013-03-04T05:00:00Z,1,,11.33
A,H,2013-03-10T17:00:00Z,1,,9.78
A,H,2013-03-17T22:00:00Z,1,,11.84
A,H,2013-03-29T04:00:00Z,1,,9.78
A,H,2013-03-29T06:00:00Z,1,,12.87
A,H,2013-03-30T08:00:00Z,1,,10.3
A,H,2013-03-30T11:00:00Z,1,,10.3
A,H,2013-03-31T22:00:00Z,1,,10.81
A,H,2013-04-01T09:00:00Z,1,,11.33
A,H,2013-04-03T23:00:00Z,1,,11.33
A,H,2013-04-05T01:00:00Z,1,,9.78
A,H,2013-04-08T15:00:00Z,1,,13.38
A,H,2013-04-20T15:00:00Z,1,,13.38
A,H,2013-04-20T19:00:00Z,1,,12.87
A,H,2013-04-20T20:00:00Z,1,,15.96
A,H,2013-04-20T22:00:00Z,1,,14.93
A,H,2013-04-21T01:00:00Z,1,,14.41
A,H,2013-04-21T02:00:00Z,1,,12.36
A,H,2013-04-21T03:00:00Z,1,,13.38
A,H,2013-04-21T07:00:00Z,1,,11.33
A,H,2013-04-25T10:00:00Z,1,,11.33
A,H,2013-04-27T19:00:00Z,1,,16.99
A,H,2013-04-27T20:00:00Z,1,,13.9
A,H,2013-04-27T21:00:00Z,1,,17.5
A,H,2013-04-27T22:00:00Z,1,,16.99
A,H,2013-04-27T23:00:00Z,1,,13.38
A,H,2013-04-28T01:00:00Z,1,,12.36
A,H,2013-04-28T03:00:00Z,1,,9.27
A,H,2013-04-30T01:00:00Z,1,,11.84
A,H,2013-05-09T07:00:00Z,1,,18.02
A,H,2013-05-09T10:00:00Z,1,,17.5
A,H,2013-05-09T12:00:00Z,1,,20.59
A,H,2013-05-22T14:00:00Z,1,,12.36
A,H,2013-05-23T01:00:00Z,1,,11.33
A,H,2013-05-23T02:00:00Z,1,,11.33
A,H,2013-05-25T16:00:00Z,1,,9.78
A,H,2013-05-25T17:00:00Z,1,,13.9
A,H,2013-05-25T18:00:00Z,1,,19.05
A,H,2013-05-25T19:00:00Z,1,,19.56
A,H,2013-05-25T20:00:00Z,1,,18.02
A,H,2013-05-26T00:00:00Z,1,,14.41
A,H,2013-05-26T04:00:00Z,1,,16.47
A,H,2013-05-26T05:00:00Z,1,,11.84
A,H,2013-05-26T08:00:00Z,1,,14.41
A,H,2013-05-26T09:00:00Z,1,,12.87
A,H,2013-05-26T18:00:00Z,1,,10.81
A,H,2013-05-26T19:00:00Z,1,,9.78
A,H,2013-05-27T21:00:00Z,1,,13.38
A,H,2013-05-28T03:00:00Z,1,,14.41
A,H,2013-05-28T07:00:00Z,1,,13.9
A,H,2013-05-28T09:00:00Z,1,,13.38
A,H,2013-05-29T03:00:00Z,1,,13.9
A,H,2013-05-29T04:00:00Z,1,,15.44
A,H,2013-05-29T05:00:00Z,1,,13.9
A,H,2013-05-29T08:00:00Z,1,,11.84
A,H,2013-06-01T18:00:00Z,1,,11.84
A,H,2013-06-01T19:00:00Z,1,,14.41
A,H,2013-06-01T20:00:00Z,1,,10.81
